restaurantID;name;location;reviewCount;rating;categories;address;Hours;GoodforKids;AcceptsCreditCards;Parking;Attire;GoodforGroups;PriceRange;TakesReservations;Delivery;Takeout;WaiterService;OutdoorSeating;WiFi;GoodFor;Alcohol;NoiseLevel;Ambience;HasTV;Caters;WheelchairAccessible;webSite;phoneNumber;filReviewCount;totalReviews;picturesLinksArray;collegeScore;dateScore;wineScore;beerScore;longitute;latitude;fullAddress
8l4l9r4-K5TYq_i0mP69bg;The Dubliner;The Dubliner - Financial District - New York, NY;75;3;Restaurants, Irish, Nightlife, Bars, Pubs, METADATA;45 Stone St (between Coenties Aly & Mill Ln) New York, NY 10004 Neighborhood: Financial District;;No;Yes;Street;Casual;Yes;$$;Yes;Yes;Yes;Yes;Yes;;Lunch, Dinner;Full Bar;Average;Casual;Yes;No;;http://dublinernyc.com;(212) 785-5400;4;264;['https://s3-media0.fl.yelpcdn.com/bphoto/B63Bn5BAjf3-BAZ249ZNsw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/6imifGHiQHsmEg2ZLl_fgQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/B8IcGl71PU6vwGgaEvQo-Q/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/Kx9shsQ2bgIEapvg5RpKyA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/g2RAbphLPxahDIMcDA6hPg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/iRQ6aBVNJghL8u0qI71uYQ/l.jpg'];0.003787878787878788;0.01893939393939394;0.01893939393939394;0.17803030303030304;-74.01061284228288;40.7043429;The Dubliner, 45, Stone Street, Financial District, Manhattan, New York County, City of New York, New York, 10004, United States
BoUb4Bj6SlXjHNhslQVChA;Blaggards Pub;Blaggards Pub - Midtown West - New York, NY;35;3;Nightlife, Bars, Pubs, METADATA;210 W 35th St (between 7th Ave & 8th Ave) New York, NY 10001 Neighborhood: Midtown West;Mon-Sun 11 am - 4 am;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;Quiet;;Yes;;Yes;http://www.blaggardsnyc.com/;(212) 564-8221;1;156;['https://s3-media0.fl.yelpcdn.com/bphoto/EnrYvBh-i7KEkni8egzZHA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/gCwwNNZQm1fOKe8b1AP1aw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/Kmoc3szEt7DxkVI9WfxA2A/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/nEWuvBETvJ7piOLwkemijg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/0kjkCoGx07inyajaKYKyKg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/hazFcZtuSrd4k-UXSOar4g/l.jpg'];0.00641025641025641;0.0;0.03205128205128205;0.1858974358974359;-73.9836072;40.7511973;Blaggards Pub, 8, West 38th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10018, United States
BDM5u5RodeZbElVo_iRdXQ;The Red Lion;The Red Lion - Greenwich Village - New York, NY;106;3,5;Restaurants, Nightlife, Bars, Pubs, METADATA;151 Bleecker St (between Laguardia Pl & Thompson St) New York, NY 10012 Neighborhood: Greenwich Village;Mon-Fri 11 am - 4 am Sat-Sun 9 am - 4 am;No;Yes;Street;Casual;Yes;$$;No;No;Yes;Yes;Yes;;;Full Bar;Very Loud;Casual;Yes;No;Yes;http://www.redlionnyc.com;(212) 260-9797;28;373;['https://s3-media0.fl.yelpcdn.com/bphoto/6GlASsN4WD81FDynAREcog/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/AvQSkpYSRjo99T3uMK_weg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/JY-Tg9ikH1Px-1Kwja__7Q/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/TjQ_o1YlilLNu3z7bqK7Dg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/E1u6dKOGPkUTLpkxjaONTg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/gqDbpxTflzf6h9ZocapXPg/l.jpg'];0.02680965147453083;0.0160857908847185;0.005361930294906166;0.1903485254691689;-73.9994965;40.7284605;The Red Lion, 151, Bleecker Street, Washington Square Village, Greenwich Village, Manhattan, New York County, City of New York, New York, 10012, United States
wLvcBF3tbvu5h6XDYfm7DA;Burp Castle;Burp Castle - East Village - New York, NY;335;4;Nightlife, Bars, Pubs, Lounges, METADATA;41 E 7th St (between 2nd Ave & Taras Shevchenko Pl) New York, NY 10003 Neighborhood: East Village;Mon-Thu 5 pm - 12 am Fri 5 pm - 2 am Sat 4 pm - 2 am Sun 4 pm - 12 am;;Yes;Street;;No;$$;;;;;Yes;;;Beer & Wine Only;Quiet;Casual, Intimate;No;;No;http://burpcastlenyc.wordpress.com/;(212) 982-4576;13;558;['https://s3-media0.fl.yelpcdn.com/bphoto/y81HkxZPgDSkcjAbtA_ZUg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/onaILykpAcTvFcMRvh4ebQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/Pq8ijA5ONYkmx9ser4lCGA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/hCSkmLLmOpbFrlKspgar_g/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/HcKGvD3XqMymvRj-MpECDw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/f2e1msQgm9hCkqgbO-ru7w/l.jpg'];0.012544802867383513;0.06272401433691756;0.03942652329749104;0.6559139784946236;-73.9886573;40.7283251;Burp Castle, 41, East 7th Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States
2LRg0V0K1iG6JqIvCND5kg;Peculier Pub;Peculier Pub - Greenwich Village - New York, NY;229;3,5;Nightlife, Bars, Pubs, Restaurants, American (Traditional), METADATA;145 Bleecker St (between Laguardia Pl & Thompson St) New York, NY 10012 Neighborhood: Greenwich Village;Mon-Wed 5 pm - 2 am Thu 4 pm - 3 am Fri 3:30 pm - 4 am Sat 2 pm - 4 am Sun 2 pm - 1 am;No;No;Street;Casual;Yes;$;No;No;No;Yes;No;No;Late Night;Full Bar;Loud;Divey;Yes;No;No;http://www.peculierpub.com;(212) 353-1327;12;424;['https://s3-media0.fl.yelpcdn.com/bphoto/goYdR3hQjgfGJ9dmtCq39A/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/PQ9Ot5Jb2tygOWfZwZKNQA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/Dy5wfb5OzT8ME_SSeJ5zAQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/yUKZldquTsWIkGWi-DZa1g/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/18QtzYImtCX9mctn6HrQUQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/3zmZheKY9OUncuhVlW3h9A/l.jpg'];0.10141509433962265;0.0047169811320754715;0.014150943396226415;0.6556603773584906;-73.9991218;40.7283007;Peculier Pub, 145, Bleecker Street, Washington Square Village, Greenwich Village, Manhattan, New York County, City of New York, New York, 10012, United States
yM61f4KvO8tAZLDgUIhKGA;Ace Bar;Ace Bar - East Village - New York, NY;207;3,5;Nightlife, Bars, METADATA;531 E 5th St (between Avenue A & Avenue B) New York, NY 10009 Neighborhoods: East Village, Alphabet City;Mon-Fri 3 pm - 4 am Sat-Sun 2 pm - 4 am;;Yes;Street;;Yes;$;;;;;No;;;Full Bar;Loud;Divey;Yes;;Yes;http://www.acebar.com;(212) 979-8476;13;378;['https://s3-media0.fl.yelpcdn.com/bphoto/LIggv79ehULFFYmzHhEF4A/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/-r0ZO6a-DFY0HzBCxm53QQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/KtiZSh8sJhEUreLnbbW4RA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/LtYicuJwcxWlScL08XTyeg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/snP59A8wLh4yGxPW-1WO0w/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/n2qkeu8Rn21rbVH_OdSiHw/l.jpg'];0.06084656084656084;0.026455026455026454;0.0;0.2037037037037037;-73.9829025;40.7243649;Ace Bar, 531, East 5th Street, Alphabet City, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10009, United States
5mqqqlQQB7BmVP3CH8ohag;d.b.a.;d.b.a. - East Village - New York, NY;315;3,5;Nightlife, Bars, METADATA;41 1st Ave (between 2nd Ave & 3rd St) New York, NY 10003 Neighborhood: East Village;Mon-Sun 1 pm - 4 am;;Yes;Street;;Yes;$$;;;;;Yes;;;Full Bar;Loud;Hipster, Casual;Yes;;Yes;http://www.drinkgoodstuff.com/ny/d…;(212) 475-5097;15;450;['https://s3-media0.fl.yelpcdn.com/bphoto/E_WEukWwKUo6FjAcVtwrAQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/C6b9TPRNLdVaB9d_HX22Og/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/el_JhQxGLHq5JAiXYbx5SQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/-NsCkZUtwmT9vfhQBsXxZA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/L7gS2WXHFqWFTje7WRcxUw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/ERipDYoSU3pBqbNfmOseYA/l.jpg'];0.0022222222222222222;0.015555555555555555;0.028888888888888888;0.6422222222222222;-73.9880064;40.7243345;d.b.a., 41, 1st Avenue, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States
bEloKDe-QVkwakAwmFKbbA;Frying Pan;Frying Pan - New York, NY;663;4;Nightlife, Bars, Event Planning & Services, Venues & Event Spaces, METADATA;Pier 66 Maritime New York, NY 10001;;;Yes;Street;;Yes;$$;;;;;Yes;;;Full Bar;Average;Casual;No;;No;http://www.fryingpan.com;(212) 989-6363;42;1614;['https://s3-media0.fl.yelpcdn.com/bphoto/tzyUORKzYu-frKwM4QsOsQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/WYMrUK2N-nfIK65s_tg8ug/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/K9lEO0fej33xwdg0VoOrlA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/GDPxZj6DEgVHlelP56AwGg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/wtFc-DRpQuR81B6O18V5hQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/wIiVDFgsAqaRW9s9MHKP4Q/l.jpg'];0.015489467162329617;0.03965303593556382;0.03965303593556382;0.201363073110285;-74.0094145;40.7523006;Frying Pan, Hudson River Park Esplanade, Chelsea, Manhattan, New York County, City of New York, New York, 10199, United States
hDgpiXE5_d4Is1sJ5kUBQg;Wine:30;Wine:30 - Midtown East - New York, NY;226;4;Nightlife, Bars, Wine Bars, Restaurants, American (New), METADATA;41 E 30th St (between Madison Ave & S Park Ave) New York, NY 10016 Neighborhood: Midtown East;Mon-Sun 11 am - 2 am;No;Yes;Street;Casual;No;$$;Yes;Yes;Yes;Yes;Yes;No;Dinner;Beer & Wine Only;Average;Romantic, Intimate;No;No;Yes;http://www.wine30nyc.com/;(212) 481-0197;21;822;['https://s3-media0.fl.yelpcdn.com/bphoto/9HRGjK_ECX7Fnbo_IRR6kQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/gLqfdeGsUHZ_r2oEwfc4GA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/ejkQ5ba_HFXzen8stXrA6Q/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/Psfp-MJyDyciKOBt4R0Fkw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/toaxofp088o9cr6wcspDdQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/yIDoLeiFW77NuSmUOwEc7Q/l.jpg'];0.0012165450121654502;0.16909975669099755;0.7493917274939172;0.045012165450121655;-73.9837645;40.7449212;Wine:30, 41, East 30th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10016, United States
v1ecJReSMUTYXbdk5YMkHQ;The Skinny;The Skinny - Lower East Side - New York, NY;121;3,5;Nightlife, Bars, Lounges, METADATA;174 Orchard St (between Houston St & Stanton St) New York, NY 10002 Neighborhood: Lower East Side;Mon-Sat 5 pm - 4 am Sun 8 pm - 4 am;;Yes;Street;;Yes;$;;;;;No;;;Full Bar;Very Loud;Hipster, Divey, Casual;Yes;;Yes;http://www.theskinnybarlounge.com;(212) 228-3668;28;296;['https://s3-media0.fl.yelpcdn.com/bphoto/i87FgyLVXxQe6YiCuMwW_g/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/mYONy05cu4dkEZlFxufrzQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/tmbscYE_m8I1ljkYSrZQIw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/mESA-zebMBwlIBxVYlv2lA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/d087HOsydmfgR8ne6FF2SQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/JjPLlzzgSAWrb011BGRbbA/l.jpg'];0.016891891891891893;0.006756756756756757;0.0033783783783783786;0.033783783783783786;-73.9883313;40.7215883;The Skinny Bar, Orchard Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States
